InvoiceNo,ExtractedText
329,"['(UNDER SECTION 31 OF THE CENTRAL GOODS & SERVICE TAX ACT 2017)', 'PO No. : 1100091483 Invoice No. : 18-19/RI/622', 'CHITTOOR - 517416, CHITTOOR - 517435,', 'State : Andhra Pradesh (37) State : Andhra Pradesh (37)', 'GSTIN : 37AABCA9264E1ZO GSTIN : 37AABCA9264E1ZO', '| 1. | Additive Alloying Elements-JW 7801 916.367) Kgs. 504.19 4,62,027.00', '| 1. | Additive Alloying Elements-JW 7801 916.367) Kgs. 504.19 4,62,027.00', 'Taxes in Words : Rupee Eighty Three Thousand One Hundred Sixty Four and Paisa Eighty Six Only', 'Dt./Time Invoiced Prepare : 25/10/2018 , 15:10 Dt./Time Goods Removal : 25/10/2018 , 17:30 :', 'Vehicle No. : RJ 40GB 0788 No. of Pieces : 1118 Pcs', 'Vehicle No. : RJ 40GB 0788 No. of Pieces : 1118 Pcs']"
330,['1 INR Twenty Five Thousand Ninety and Thirty Four paise Only']
331,['“10 Ojai * ZS 3 ;']
332,"['1 |254-022-00107 1,933.00 21,263.00']"
333,"['ae . : 3 Th, : . } : | a - : <i we 3 7 od ee = ‘ - s | , 7 ; - ‘riage a 2 he ae a ; } = ma a‘', 'ne i : » hy . 2 nt ; ‘ 7 mi % 4 ie ? ™ “4 m1 ‘ : r Ee 5 a Me fl att Maal ue nig r ™ en : a! ; ‘', 'ne i : » hy . 2 nt ; ‘ 7 mi % 4 ie ? ™ “4 m1 ‘ : r Ee 5 a Me fl att Maal ue nig r ™ en : a! ; ‘', 'ne i : » hy . 2 nt ; ‘ 7 mi % 4 ie ? ™ “4 m1 ‘ : r Ee 5 a Me fl att Maal ue nig r ™ en : a! ; ‘', 'ne i : » hy . 2 nt ; ‘ 7 mi % 4 ie ? ™ “4 m1 ‘ : r Ee 5 a Me fl att Maal ue nig r ™ en : a! ; ‘', '. fe = a a 2 ee ts > ge 6 2) piel ae Sg heey to eae ee cae abet re tr ar antes oe BS curt atey bapa oa a aes pees rope la Hr hee a eee 5 io', '<4 : ae 7 - Soa f L \' — Pam 2 . fet i ee ie : Shite see =) als et ws at mo . . et r ou - "" : ‘ . Fe', '<4 : ae 7 - Soa f L \' — Pam 2 . fet i ee ie : Shite see =) als et ws at mo . . et r ou - "" : ‘ . Fe', '<4 : ae 7 - Soa f L \' — Pam 2 . fet i ee ie : Shite see =) als et ws at mo . . et r ou - "" : ‘ . Fe', 'oa a= er 7“ 292i ‘ hesher naa” “Ob ¢ c “ + a : “ ~~ oo : ” Es. — ix ia = a 7 Stam...) be ¥ ea x Me Lker ix SA hl anaes ; : - ae ee ee ‘ah So0 epee ; S - re > °', 'A \\ = 7 5 : 2 & + : se. eae i 4 z - “ = y ’ .', '“e me Saad Te ett * t . ; ae - , —— pase’ ok ae Fe = is ? A alka: a ss ms ae"" = 5 "" > Rt > oe . a 7 Nita ae r, a j 4 { 2 wa , ee', '“e me Saad Te ett * t . ; ae - , —— pase’ ok ae Fe = is ? A alka: a ss ms ae"" = 5 "" > Rt > oe . a 7 Nita ae r, a j 4 { 2 wa , ee', '“e me Saad Te ett * t . ; ae - , —— pase’ ok ae Fe = is ? A alka: a ss ms ae"" = 5 "" > Rt > oe . a 7 Nita ae r, a j 4 { 2 wa , ee', '4 ‘dgites > . : e “ a, 7 a r 1: 3 : : ote = =i : a, : oc', '4 ‘dgites > . : e “ a, 7 a r 1: 3 : : ote = =i : a, : oc', '4 ‘dgites > . : e “ a, 7 a r 1: 3 : : ote = =i : a, : oc', 'an ee 2 a east eae = Sts ane SAGaued se 2 wsdieg 16 Jed GAs batitiosss chose |']"
334,"['E-Mail : powertrek95@yahoo.co.in 1100092640 & AMND DT.01-11-2018 | 41-Nov-2018', 'E-Mail : powertrek95@yahoo.co.in 1100092640 & AMND DT.01-11-2018 | 41-Nov-2018', '| 1 20 ACSC Alloy 78019990 | 18 %/ 25.129 MT] 1,67,483.00| MT 42,08,680.31', '| 1 20 ACSC Alloy 78019990 | 18 %/ 25.129 MT] 1,67,483.00| MT 42,08,680.31', '| 1 20 ACSC Alloy 78019990 | 18 %/ 25.129 MT] 1,67,483.00| MT 42,08,680.31', '| 1 20 ACSC Alloy 78019990 | 18 %/ 25.129 MT] 1,67,483.00| MT 42,08,680.31', '(Item Code No. 104-003-00004) v\\ (4', 'Total | 42,08,680.31| | 3,78,781.23] | 378,781.23] 7,57,562.46 |', 'Tax Amount (in words) : Indian Rupees Seven Lakh Fifty Seven Thousand Five Hundred Sixty Two and']"
335,"['____ PURCHASE ORDER NO: 1100092540 DT. 01-11-2018 AMND NO.ODT:01-11-2018', '____ PURCHASE ORDER NO: 1100092540 DT. 01-11-2018 AMND NO.ODT:01-11-2018', '____ PURCHASE ORDER NO: 1100092540 DT. 01-11-2018 AMND NO.ODT:01-11-2018', '___ INVOICE NO:PT/18-19/249 DT:09-11-2018 | __. i.', '| 2 2 gacoo 2 t097.00,', '| — 5 42 105.00 SA 105.00', '| Total | 714 18561.00 Total | 252 6568.00', '| Total | 714 18561.00 Total | 252 6568.00', 'Office & Unit-1: No. 16, Phase III, Autonagar, Guntur - 522 001, Andhra Pradesh, India oo', 'Unit - Il: Block No. 19, Phase IV, Autonagar, Guntur - 522 001, Andhra Pradesh, India CC (Se', '@ 91 - 863 - 2220687 E-mail : powertrek95 @ yahoo.co.in, powertrek95 @ powertrek.in Pe it y >...']"
336,"['Challan Number 249 Challan Date 09/11/2018 Challan Weight 25 129 kg', 'Challan Number 249 Challan Date 09/11/2018 Challan Weight 25 129 kg', 'Challan Number 249 Challan Date 09/11/2018 Challan Weight 25 129 kg', 'Date In 10/11/2018 Time In 10:58:34 AM Gross Weight 35570 kg', 'Date In 10/11/2018 Time In 10:58:34 AM Gross Weight 35570 kg', 'Date Out 10/11/2018 Time Out 12:52:16 PM Tare Weight 10390 kg']"
337,"['Me er 3% ** Qh. e"" 4 \\']"
338,"['Challan Number 249 Challan Date 09/11/2018 Challan Weight 25 129 kg', 'Challan Number 249 Challan Date 09/11/2018 Challan Weight 25 129 kg', 'Challan Number 249 Challan Date 09/11/2018 Challan Weight 25 129 kg', 'Date In 10/11/2018 Time In 10:58:34 AM Gross Weight 35570 kg', 'Date In 10/11/2018 Time In 10:58:34 AM Gross Weight 35570 kg', 'Date Out 10/11/2018 Time Out 12:52:16 PM Tare Weight 10390 kg']"
339,"[': ‘M@# HO :809 A, Broadway Centre, Dr.Ambedkar Rd.,Dadar(E),Mumbai-400 014. | No. 3 2 28 8 J', 'Tel. : 4354 0000 Fax : 4354 0077 E-mail:enquiry@savani.in | ,', '[consioner POCSORT SOK Prk Kn dpeaie| No. [bate foarte or ans. OF- /[- oie', 'No. of Arte ‘Doscription (Said te Centain) PAN NO. ‘ AABUS 494U K “I : 4 :', '4tb Weds | _ AABCS4910K ST001 fe et ee', '| NOT RESPONSIBLE FOR ANY LEAKAGE /DAMAGE/BREAKAGE | -L | B | H | CFT | 492 £ oe |', '3 3 3 gaa : 3 3 7 yES AU']"
340,"['E-Mail : powertrek95@yahoo.co.in 1100092540 & AMND DT.01-11-2018 | 41-Nov-2018', 'E-Mail : powertrek95@yahoo.co.in 1100092540 & AMND DT.01-11-2018 | 41-Nov-2018', '1 23 ACSC Alloy 78019990 | 18 %/| 25.129 MT] 1,67,483.00) MT 42,08,680.31', '1 23 ACSC Alloy 78019990 | 18 %/| 25.129 MT] 1,67,483.00) MT 42,08,680.31', '1 23 ACSC Alloy 78019990 | 18 %/| 25.129 MT] 1,67,483.00) MT 42,08,680.31', '1 23 ACSC Alloy 78019990 | 18 %/| 25.129 MT] 1,67,483.00) MT 42,08,680.31', 'po Total | 42,08,680.31] | 3,78,781.23| | 3,78,781.23] 7,57,562.46 |', 'po Total | 42,08,680.31] | 3,78,781.23| | 3,78,781.23] 7,57,562.46 |', 'Tax Amount (in words) : Indian Rupees Seven Lakh Fifty Seven Thousand Five Hundred Sixty Two and']"
341,"['9 Unit 1 - Reg. Off. & Mfg. Facilities: Shed no.4, IDA, Gajulmandyam, Chittor (Dist) A.P. 517520', 'State Name : Andhra Pradesh, Code : 37 Eats uth eee fF', '1 120 26AH COMMON CARTON BOX-REGULAR | 48191010 | 897-016-00003| 3,000 nos| 9.82)| nos 29,460.00', '1 120 26AH COMMON CARTON BOX-REGULAR | 48191010 | 897-016-00003| 3,000 nos| 9.82)| nos 29,460.00', '2 130 |65AH CARTON BOX 48191010 | 897-016-00005| 2,600 nos 29.15| nos 75,790.00', '2 130 |65AH CARTON BOX 48191010 | 897-016-00005| 2,600 nos 29.15| nos 75,790.00', '3 100 100(Q3-1)New Carton Box-Regular 48191010 | 897-016-00113| 2,000 nos 36.91 | nos 73,820.00', '3 100 100(Q3-1)New Carton Box-Regular 48191010 | 897-016-00113| 2,000 nos 36.91 | nos 73,820.00', '3 100 100(Q3-1)New Carton Box-Regular 48191010 | 897-016-00113| 2,000 nos 36.91 | nos 73,820.00', '4 14 75 Carton Box 48191010 | 897-016-00189; 280 nos 29.15| nos 8,162.00', '4 14 75 Carton Box 48191010 | 897-016-00189; 280 nos 29.15| nos 8,162.00', '4 14 75 Carton Box 48191010 | 897-016-00189; 280 nos 29.15| nos 8,162.00', '| 5 25 150 ( Q7 ) Carton Box-Regular 48191010 | 897-016-00115| 500 nos 49.88 | nos 24,940.00', '| 5 25 150 ( Q7 ) Carton Box-Regular 48191010 | 897-016-00115| 500 nos 49.88 | nos 24,940.00', '| 5 25 150 ( Q7 ) Carton Box-Regular 48191010 | 897-016-00115| 500 nos 49.88 | nos 24,940.00', '_ Tt , dace 8,380 nos| — < 2,37,632.64', 'Total] 2,12,172.00| | 12,730.32] (| 12,730.32) 25,460.64']"
342,['| 1 eopooecesoporver® eR ¢ es ‘']
343,"['2 130 65AH CARTON BOX 48191010 | 897-016-00005| 2,600 nos 29.15} nos 75,790.00', '2 130 65AH CARTON BOX 48191010 | 897-016-00005| 2,600 nos 29.15} nos 75,790.00', '2 130 65AH CARTON BOX 48191010 | 897-016-00005| 2,600 nos 29.15} nos 75,790.00', ""| , ta 100 100(Q3-1)New Carton Box-Regular 48191010 | 897-016-00113' 2,000 nos 36.91/nos| 73,820.00"", ""| , ta 100 100(Q3-1)New Carton Box-Regular 48191010 | 897-016-00113' 2,000 nos 36.91/nos| 73,820.00"", ""| , ta 100 100(Q3-1)New Carton Box-Regular 48191010 | 897-016-00113' 2,000 nos 36.91/nos| 73,820.00"", '| 4 14 75 Carton Box 48191010 | 897-016-00189 280 nos 29.15| nos ~~8,162.00', '| 4 14 75 Carton Box 48191010 | 897-016-00189 280 nos 29.15| nos ~~8,162.00', '| 4 14 75 Carton Box 48191010 | 897-016-00189 280 nos 29.15| nos ~~8,162.00', '’ ,48191010 2,12,172.00; 6%| 12,730.32| 6% 25,460.64 |', '’ ,48191010 2,12,172.00; 6%| 12,730.32| 6% 25,460.64 |', 'Total | 2,12,172.00| | 12,730.32) | | 12,730.32| 25,460.64']"
344,"[""* -~“ A 7 “4 7 . - - am ™% a ate « ' . “4 mae ay 1 4 7 ee - , - :"", ""* -~“ A 7 “4 7 . - - am ™% a ate « ' . “4 mae ay 1 4 7 ee - , - :"", ""* -~“ A 7 “4 7 . - - am ™% a ate « ' . “4 mae ay 1 4 7 ee - , - :"", '‘ Ns oe (sai); pottirtD ATEYDNEMYU ter) ACh Sor lacde sahhnad pimMr 72°04 Phin \\ fe ,', ""7 / a ; 7 BIT BGG TAF yee 9, ' ‘ oo"", '; a) ‘ = I, ys AO TIA Ares . * 3° (er 3% wal 1 ag ot', '; a) ‘ = I, ys AO TIA Ares . * 3° (er 3% wal 1 ag ot', '; a) ‘ = I, ys AO TIA Ares . * 3° (er 3% wal 1 ag ot', 'Lot See los 20 EN L251 fs Pf 5 ; pas', 'ae t 5 eat 4', '/ ; ‘ 3-7? 3 74. Wy. 4 - a Pi oS i 7 i ‘,', '/ ; ‘ 3-7? 3 74. Wy. 4 - a Pi oS i 7 i ‘,', 'vi Ta 4 Bed, Pa? ci Le a / ; 7', '‘ . = » 7 é a < - 7 - 7', '3 ‘ s. * . oL# =e “F sy la % =', 'Pp =o = 7 pgheme tema 2 oie. he Ae t 3h ah: , :', '“ = =s “ ” e . Si d t 5 ; sain e* 3,’ 6 & t ? :', '“ = =s “ ” e . Si d t 5 ; sain e* 3,’ 6 & t ? :', ': (ago ’ oN ‘ oe a ie + sing a 2 L m, 754 ov - _*', 'i ep er reread —— — —— SS = a = — — . a = “- Se Oo a ———————— 7 7', 'i ep er reread —— — —— SS = a = — — . a = “- Se Oo a ———————— 7 7', '_ -BSHSYTH Su +S RE SS51 2S PERS SS SSS Sey Ts SS EO GREG JSS PSS ob eee SSH eH Pei Se Sts pS']"
345,"['Invoi¢e cum Delivery Challan ISO 9001:2015 Certified Company', '_ | PIN-517416 a Sa ee as', '| 1 54 910X780X6MM CORRUGATED SHEETS a 897-014-00240| 810 nos 24.51| nos 19,853.10', '| 1 54 910X780X6MM CORRUGATED SHEETS a 897-014-00240| 810 nos 24.51| nos 19,853.10', '| 1 54 910X780X6MM CORRUGATED SHEETS a 897-014-00240| 810 nos 24.51| nos 19,853.10']"
346,[]
347,"['| 1 54 910X780X6MM CORRUGATED SHEETS |48191010 | 897-014-00240; 810 nos 24.51| nos 19,853.10', '| 1 54 910X780X6MM CORRUGATED SHEETS |48191010 | 897-014-00240; 810 nos 24.51| nos 19,853.10', '| 1 54 910X780X6MM CORRUGATED SHEETS |48191010 | 897-014-00240; 810 nos 24.51| nos 19,853.10']"
348,"['} 4 Maes iS - i” rr 2 4 - -', '} 4 Maes iS - i” rr 2 4 - -', 'r y ae 7 a : _ “ “"" 4 w \' ; o', 'r y ae 7 a : _ “ “"" 4 w \' ; o', '7 ’ A¢ 2 ; _— 7 * ie ke ; ; . ~ : ‘ aie', '7 ’ A¢ 2 ; _— 7 * ie ke ; ; . ~ : ‘ aie', ""7 an oe a Ti 5 sat t-, ' “ae"", ': 4 i bs s4 s- eg 7', ': 4 i bs s4 s- eg 7', 'SX ioe 4b ; aT 1 cian « 7', 'rhe 7 eet | ‘ ; ial 7 ; ‘ :', '‘ f 5 “Fr. 1', ': ‘ . a 7 rs PU 4 - ‘', '» em, - ¢ o*-& 5 t 7“, ? . ** - *', '- i, eae ite Tee Gee eae inaipies een 5 einer 6: Tae ees aie as >. Wlatinly dee aceatl', '- i, eae ite Tee Gee eae inaipies een 5 einer 6: Tae ees aie as >. Wlatinly dee aceatl', 'cate 7 a Soa to a a te he a — tn tet in Die lim ats Sr cn i — Btn ts nents po ee em . presets esa aeeasss ss aa bw 4 at ow 4 5 = =f = :', 'if eat et Ware OS 4 oa hee Re Se Ra es eo St at ee tes See 7 Zi zs ice : is ‘ 5 Sa eaboe e ‘ o aes i Z a i .', 'if eat et Ware OS 4 oa hee Re Se Ra es eo St at ee tes See 7 Zi zs ice : is ‘ 5 Sa eaboe e ‘ o aes i Z a i .', 'if eat et Ware OS 4 oa hee Re Se Ra es eo St at ee tes See 7 Zi zs ice : is ‘ 5 Sa eaboe e ‘ o aes i Z a i .']"
349,"['Phone: 9072856764, 9447056764 Email: shonepackers@gmail.com', 'GSTIN No: 32ADUPT3331J1Z8 Vehicle No: TN 23 AK 3553', '2 \\eaea X 1.25 - (602-9851 sa979990| 1100: | 27.15]29865.00 18%|5375.70| 35240.70', '2 \\eaea X 1.25 - (602-9851 sa979990| 1100: | 27.15]29865.00 18%|5375.70| 35240.70', '2 \\eaea X 1.25 - (602-9851 sa979990| 1100: | 27.15]29865.00 18%|5375.70| 35240.70', '4 camet X .75 (602-904 | 44979990] 500 | 12.86] 6430.00 18%|1157.40| 7587.40', '4 camet X .75 (602-904 | 44979990] 500 | 12.86] 6430.00 18%|1157.40| 7587.40', '4 camet X .75 (602-904 | 44979990] 500 | 12.86] 6430.00 18%|1157.40| 7587.40', '5 eR 3.5 X 1.25 (602-985 | 44979990] 500 | 28.80) 1400.00 18%|2592.00| 16992,00', '5 eR 3.5 X 1.25 (602-985 | 44979990] 500 | 28.80) 1400.00 18%|2592.00| 16992,00', '7 130 X 4 X.75 (602-904-34026) 44079990 500 13.54] 6770.00 18%|1218.60| 7988.60', '7 130 X 4 X.75 (602-904-34026) 44079990 500 13.54] 6770.00 18%|1218.60| 7988.60', '8 eon ) X 1.25 (602-985- | 44q79990] 750 | 23.70|17775.00 18%|3199.50| 20974.50', '| 9 136 X 3 X 3 - ( 602-975-75030) 44079990; 500 48.75} 24375.00 18%] 4387.50] 28762.50', '| 9 136 X 3 X 3 - ( 602-975-75030) 44079990; 500 48.75} 24375.00 18%] 4387.50] 28762.50', '=OTAL ! 9909 | 104645,60 135036.21| 229681.81|', '=OTAL ! 9909 | 104645,60 135036.21| 229681.81|', 'Rupees Two Lakh Twenty Nine Thousand Six Hundred and Eighty Add : CGST = 98 cor fe fray 30.00)', 'Adds 1GST? «oe 35036.21']"
350,[]
351,"[': Phone: 9072856764, 9447056764 Email: shonepackers@gmail.com', 'GSTIN No: 32ADUPT3331J1Z8 Vehicle No: TN 23 AK 3553', '2 SAE 3.5 X 1.25 - (602-985-| 44579999] 1100. | 27.15|29865.00 18%|5375.70| 35240.70', '2 SAE 3.5 X 1.25 - (602-985-| 44579999] 1100. | 27.15|29865.00 18%|5375.70| 35240.70', '3 co) 2.5 - ( 602-904- | 44979990] 400, | 42.88]17152.00 18%|3087.36| 20239.36', '3 co) 2.5 - ( 602-904- | 44979990] 400, | 42.88]17152.00 18%|3087.36| 20239.36', '4 ay all 440799901 500, | 12.86] 6430.00 18%|1157.40| 7587.40', '4 ay all 440799901 500, | 12.86] 6430.00 18%|1157.40| 7587.40', '5 ta 3.5 X 1.25 (602-985- | 449799901 500 | 28.80}14400.00 18%|2592.00| 16992.00', '5 ta 3.5 X 1.25 (602-985- | 449799901 500 | 28.80}14400.00 18%|2592.00| 16992.00', '5 ta 3.5 X 1.25 (602-985- | 449799901 500 | 28.80}14400.00 18%|2592.00| 16992.00', '6 130 X 4 X 2.5 (602-904-65026) 44079990| 240 45.14] 10833.60 18%} 1950.05} 12783.65', '6 130 X 4 X 2.5 (602-904-65026) 44079990| 240 45.14] 10833.60 18%} 1950.05} 12783.65', '7 |30X4X.75 (602-904-34026) 44079990} 500 13.54| 6770.00 18%]1218.60} 7988.60', '8 pe X 1.25 (602-985- | 44979990 750 | 23.70|17775.00 18%|3199.50| 20974.50', '| 9 136 X 3X3 -( 602-975-75030) 44079990| 500 48.75| 24375.00 18%|4387.50| 28762.50', 'fom soso] [masse] | |_| _|_35036.21] 2208.0']"
352,"['‘ om i - 7 : tA 7 Nd - 4', '‘ om i - 7 : tA 7 Nd - 4', '3 ry"" . 7', '. 2 ‘ - sted OFT ee"": *', '4 opr | SY yt) MAT or se 5', 'L - 4 bed y 5 i }', '4 . i , : + ’ : ¥ « i ee Oe - a — * 4 ye OF', 'i = 7 — Z i . 7 ‘']"
353,"['| ! ! (Under Rule 7 of GST Act, 2017) Original for Recipient', '| Bangarupalyam, | Chittoor - 517 416 0 L 1 O 1 2 3 2 1 b', '| Bangarupalyam, | Chittoor - 517 416 0 L 1 O 1 2 3 2 1 b', '1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 165788 | 32,77,628.760 |', '1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 165788 | 32,77,628.760 |', '| FIVE LAKIT LIGHTY NINE THOUSAND NINE HUNDRED AND SEVENTY cxsmasinannanecncessuciabessamegagges eT SUNN A Seok Paty .', '| THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND Ee, ree |', '1. Interest @ 18% per annum will be charyed on all bills If not pald !']"
354,"[': (Under Rule 7 of GST Act, 2017) Original for Recipient |', 'PO No & Date 1100093782 / 01-12-2018 LR No & Date 5700 / 10-12-2018 |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19,770 | 165788 | 32,77,628.760 |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19,770 | 165788 | 32,77,628.760 |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19,770 | 165788 | 32,77,628.760 |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19,770 | 165788 | 32,77,628.760 |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19,770 | 165788 | 32,77,628.760 |', 'FIVE LAKH EIGHTY NINE THOUSAND NINE HUNDRED AND SEVENTY / _ _ sett cecntcccianieee-|', 'THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND 38,67,602.000 ©', '1, Interest @ 18% per annum will be charged on all bills if not paid |']"
355,"['| (Under Rule 7 of GST Act, 2017) Original for Recipient |', '| PO No & Date 1100093782 / 01-12-2018 LR No & Date 5700 / 10-12-2018', 'Chittoor - 517 416 State Code: 37 |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19.770 | 165788 | = 32,77,628.760, |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19.770 | 165788 | = 32,77,628.760, |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19.770 | 165788 | = 32,77,628.760, |', '| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19.770 | 165788 | = 32,77,628.760, |', '| THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND - 38 67.602.000', '1, Interest @ 18% per annum will be charged on all bills if not paid |']"
356,"['Ref: POCL /2018-19 — 528 10"" December 2018', '| 3 Invoice No. & Date SMD87&, Dt. 10.12.18', '| 4 Qty. In Kgs 19,770k3s', '| 8 GSTIN No 33AAACP5102D3Z5', 'Kancheepuram Dist - 602 105. Phone: +91 - 44 - 2716 8064; 2716 8065,', '| TIN No. : 33651681326 / CST No. : 764540 / 2003 - 2004']"
357,"['_Ecaisoo4 | 1 | 1017 )', 'po 0 | 1007']"
358,[]
359,"['Challan Number 879 Challan Date 10/12/2018 Challan Weight 19 770 kg', 'Challan Number 879 Challan Date 10/12/2018 Challan Weight 19 770 kg', 'Challan Number 879 Challan Date 10/12/2018 Challan Weight 19 770 kg', 'Date In 11/12/2018 Time In 07:35:57 AM Gross Weight 28 750 kg', 'Date In 11/12/2018 Time In 07:35:57 AM Gross Weight 28 750 kg', 'Date In 11/12/2018 Time In 07:35:57 AM Gross Weight 28 750 kg', 'Date Out 11/12/2018 Time Out 08:53:14 AM Tare Weight 8930 kg', 'Date Out 11/12/2018 Time Out 08:53:14 AM Tare Weight 8930 kg']"
360,['| nM oO id 2 > do']
361,"['100 —- Cell: 9789218907, 9751761402, 9345446994 ‘i |']"
362,"['(Under Rule 7 of GST Act, 2017) |', '~PONo &Date 1100093782 / 01-12-2018 | LR No & Date 5700 / 10-12-2018 |', 'GSTIN Number: 37AABCA9264EiZ0 GSTIN Number: 37AABCA9Z264E1Z0 |', '1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 165788 32,77,628.760 |', '1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 165788 32,77,628.760 |', 'THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND Invoice Total 38.67,602.000 ~', 'THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND Invoice Total 38.67,602.000 ~', '1. Interest @ 18% per annum will be charged on all bills if not paid | |']"
363,"['| (Under Rule 7 of GST Act, 2017) Original for Recipient )', 'PO No & Date 1100093782 / 01-12-2018 LR No & Date 5700 / 10-12-2018', '1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 | 165788 | 32,77,628.760, |', '1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 | 165788 | 32,77,628.760, |', 'THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND OO 67.602.000 -', 'THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND OO 67.602.000 -', 'RRR Bo et sory seven Hou ucnonED A> Civic Total i 38676 a', '| 1, Interest @ 18% per annum will be charged on all bills if not paid']"
364,"['2s 1% x o~', '5 2 |g > =', '=i 22 s\\\\ ¥8', '> B\\\\ 58', '5 z 5']"
365,"['1 Scarp Batteries-2wr 85481090 | 1,040 KGS 4 89.89 | KGS 93,485.60', '1 Scarp Batteries-2wr 85481090 | 1,040 KGS 4 89.89 | KGS 93,485.60', '2 Scrap Batteries-4wr 85481090 | 6,500 KGS | 7 | KGS 6,10,545.00', '2 Scrap Batteries-4wr 85481090 | 6,500 KGS | 7 | KGS 6,10,545.00', '2 Scrap Batteries-4wr 85481090 | 6,500 KGS | 7 | KGS 6,10,545.00', '2 Scrap Batteries-4wr 85481090 | 6,500 KGS | 7 | KGS 6,10,545.00', '¥ vy o 5435']"
366,"['Date: Friday, 24 August, 2018, 6:41:00 PM IST', 'From: Automark Hosur <automarkhosur@yahoo.in>', 'Sent: 24 August 2018 18:28']"
367,"['8/s|sls ii oy sis 2 | 03 §', '5 fa| 2', 'apy 3) ot Fe gayi] o- [ee', 'm> |< 3 oases ie', 'm> |< 3 oases ie', '< Vv © bi: ~ ,f23 28 a 2', '<= ajsito me EF ef] Be 48E2', 'wm | 22888, 24343 i] gyc fa""', 'o oe ¥ e > °F oO', '2] O18 Ger” < 2 5', 'XN £ £ § S| > z', 'S: = © 23 “|i >', '< eg 2']"
368,"['s | 2', 'o;]; ¢<', '= nn < uv ising >', '2 ea 2 || | ee', '6 S| Siz 8']"
369,"['199] /xe 4 Aq siounsul ino 0) Aynou osye pur sauayeg eley ereury 0} poysiuiny oq pynoys UoOHeULOjUT Yyoyedsiq', '70, dys 2:0 | dd10AU]', '810C-DNV-F : 9)8q puuly 1O1€9S - YVION :']"
370,"['CaLIAIT SAWaLLVad VEVa VAVINV 404 SASTAdaa.LNA IVS WAIS 104', 'OLD ul yonys jeuajyeu Aue 10} a}qisuodsai jou si efey eueury pure sjiejap Aressadou ay} SuipiAoid Aq ourjuo ysnosyy ;euayeu dy} Yyoyedsip', 'UIe}GO 0} PaoU pUR G8] ‘S2[NY s]IIY9 A JOJO] [e.QUdD Aq poljpideds SULIOU UOISSIWUD dy} 0} A]dWOd 0} paou sajdIyoA Wodsuey 3y) [TW “L]', '""SZ 01 € BINY Woy [] Ja}deyo sopun suorstAold [es9Ud3 0} SuUeYad AT[edIWID9ds sjUdUIPUSUTE Joye doy) pur PONT ‘sarNy Jopul[AD', '[enuUay Jo sudIsIAojd ay) dad se syuawidsinbas JURADAI SY} FULMOT[O} St 19LIOdsuesy/AOUTISUOD ay) JLYI DNSUd O} Padu JOUTISUOD ay] “S|', '9q [[PYS dJI]-J[PYS D/QU[ICAR OY ‘af1]-JJOYS puke SULINORJNUeUI JO dep oY) UONUSUI Ajsea]9 []eYs Ja1jddns ayy SauIsuas-aBe st W9}I DY} 4] “6', '""squswiaiinbas Aloje[n8a1 2p ArOjNjWeIS 0} SULIZUOS patjddns [eLiayeu yey) ainsua pynoys Jatjddng */', '‘]RLIO}BUI YIM Suoye uds aq pynoys ssed ae8 asioxy ‘spoos a]qesioxy Jo aseo uy “9', '‘aouapuoddsa.uod JNOA |[B Ul 3Jep puke Jaquinu Japio aseysind ajonb asealg ‘p', ""‘uodn paaise sb 10 Wd 00'S Ol WY 00'S Woy Aepanjes 0} Aepuopy WO. spood jo ydiacay *|"", ""‘uodn paaise sb 10 Wd 00'S Ol WY 00'S Woy Aepanjes 0} Aepuopy WO. spood jo ydiacay *|""]"
371,['ZE - 8pOD yYsepesd esypuy | SWEN 9}e}S |']
