docNo,items
648,"['ORG NAL lo =] &\n --- ORG', 'THE NEW CHITTOOR LORRY SERVICE --- PRODUCT', '36 --- CARDINAL', 'PV --- ORG', 'lyyer Street --- FAC', 'GSTIN: 33ABVPC1674Q122 --- GST', '2 --- CARDINAL', '044-25222156 --- CARDINAL', 'cnecnnscnecancoucdn-cemnTon --- PERSON', 'Toso --- PERSON', 'lignn --- PERSON', '69 --- CARDINAL', 'noel Cacho BNA --- PERSON', 'SILI --- ORG', 'AAIYS\n --- ORG', 'Se oe eee ae\n\n --- PERSON', '2 --- CARDINAL', 'Notresponsibielyr Leekage --- PERSON', 'Breakages --- GPE']"
649,"['H\n --- PERSON', 'te eae --- ORG', 'ae aery --- ORG', '3% --- PERCENT', '9 --- CARDINAL', '83 --- CARDINAL', '38 zy 2% --- PERCENT', '35 --- CARDINAL', '= & ei z --- ORG', '= om: & 2 S --- ORG', 'Sess\n --- PRODUCT', 'a8 --- ORG', '3 --- PRODUCT', 'oS g\nir --- PERSON', '205 ¥ --- CARDINAL', '£3 5 --- MONEY', '235% --- PERCENT', '5 --- CARDINAL', '2 5 --- DATE', 'aBE RG E oss --- ORG', '2 --- CARDINAL', 'ies\n --- ORG', '43 24 --- DATE', '3 --- CARDINAL', 'sae\n --- PERSON', 'BESS\n --- ORG', 'E38 --- ORG', '7 --- CARDINAL', 'ag --- ORG', 'TeLeeey --- PERSON', 'Sf asoe abd 3 --- PERSON', '5 --- CARDINAL', '£5 sea --- MONEY', 'pss\n --- ORG', 'Sy eiiib --- PERSON', 'Bais --- PERSON', 'Beeey --- GPE', 'HIPHT --- ORG']"
650,"['Ph : 040-23081419 --- PHONE', '™ C\n --- ORG', '4 --- CARDINAL', '5 --- CARDINAL', '° --- CARDINAL', '@. --- ORG', '3 --- CARDINAL', '10 7 --- DATE', '5 --- CARDINAL', 'Beas Pts --- PRODUCT', '2 --- CARDINAL', '0 --- CARDINAL', 'j\n --- ORG', '5/8 3 --- DATE', 'a= iO --- PERSON', 'Bs + | 2W\\ --- PERSON', 'tt\n --- ORG', 'sls --- ORG', 'BES - --- ORG', 'Wes ee --- PERSON', 'je eS --- PERSON', '= --- ORG', '2 --- CARDINAL', '8 --- CARDINAL', '2 --- CARDINAL', 'aii geal --- PERSON', '38 --- CARDINAL', 'ae --- ORG', '8S --- CARDINAL', '2 --- CARDINAL', 'Ge --- ORG', '113 --- CARDINAL', 'wy --- GPE', '*\n --- ORG', '9° --- CARDINAL', '2h --- CARDINAL', '2 --- CARDINAL', '7 --- CARDINAL', 'Cy --- PRODUCT', '1 --- CARDINAL', '3 --- CARDINAL', 'ia --- NORP', 'eee Te | lo --- PRODUCT', '2 --- CARDINAL', 'lef\n --- ORG', '4 12 --- CARDINAL', 'rh\n --- ORG', '5 --- CARDINAL', '2 --- CARDINAL', '18 % --- PERCENT', 'Rm ~Qit\n --- ORG', 'ge m7 --- ORG', '3 --- CARDINAL', '3% --- PERCENT', 'Ip é 4&0 s --- ORG', 'ao -\n --- ORG', '4 --- CARDINAL', 'Oo te --- PERSON', '3 --- CARDINAL', '2 --- CARDINAL', '4 --- CARDINAL', 'S\nr opeciai --- ORG', '° --- CARDINAL', 'Ph : 040-23080111 --- PHONE']"
651,"['= --- ORG', 'Beas --- PERSON', 'ees\n --- ORG', 'Le --- WORK_OF_ART', 'Aetciccentebeee Wt --- PERSON', '7 --- CARDINAL', 'te s --- PRODUCT', '3 --- CARDINAL', '| eS oe ae Pe Le --- PERSON', '2 --- CARDINAL', 'NF Bs hee --- PERSON', 'coh ps --- PERSON', 'RRM --- ORG', 'SG --- ORG', 'Ea ae\n --- ORG', '3 --- CARDINAL', 'ae % --- PERCENT', 'eet - te --- PERSON', 'sy es. --- ORG', 'mde --- ORG', 'Se A --- ORG', 'rey\n --- PERSON', '27 --- CARDINAL', 'Ys ae\n --- ORG', 'ee Cee --- PERSON', 'ad z - ey --- ORG', '= --- ORG', '¥ ££ --- MONEY', '# --- CARDINAL', '32 --- CARDINAL', '° --- CARDINAL', 'Wess --- PERSON', 'Rae es --- PERSON', 'Pe --- PERSON', 'a bd 5 --- PERCENT', 'eae --- WORK_OF_ART', '2 --- CARDINAL', '4 --- CARDINAL', '3 --- CARDINAL', '4 --- CARDINAL', 'rey eS } een th --- PERSON', '3 --- CARDINAL', 'cit aera --- PRODUCT', 'Seege   --- PERSON', 'Rae se --- PERSON', '= --- ORG', 'F~ --- PRODUCT', 'es aA --- ORG', '= --- ORG', '4 --- CARDINAL', 'aa --- ORG', 'eS x\n --- ORG', '4 --- CARDINAL', '7 --- CARDINAL', 'Ne -\n --- ORG', '7s --- CARDINAL', '2 --- CARDINAL', 'tess\n --- PERSON', '7% --- PERCENT', '3 - eed --- DATE', '2 --- CARDINAL', '5 --- CARDINAL', '= --- ORG', 'ee < & --- ORG', 'eae eo --- ORG', '4 --- CARDINAL', '2 yi --- QUANTITY', '5 --- CARDINAL', '3 --- CARDINAL', 'one --- CARDINAL', '5 --- CARDINAL', '3% --- PERCENT', '2 --- CARDINAL', '2 --- CARDINAL', 'Meas --- PERSON', 'oe\n; --- ORG', 'a4 --- ORG', '4 --- CARDINAL', '3 --- CARDINAL', '2 --- CARDINAL', '4 --- CARDINAL', '55 --- CARDINAL', '= --- ORG', '3 --- CARDINAL', 'FE --- ORG', 'BS etn ee --- ORG', '3 --- CARDINAL', 'Fa --- PERSON', '5 --- CARDINAL', 'aed mie = HN ae --- ORG', 'Paes\n2 --- ORG', '32t- --- CARDINAL', '7 --- CARDINAL', 'Ses: - ~ --- PERSON', 'ee ii --- PERSON', '= --- ORG', '% --- NORP', 'te) ins --- ORG', '2 9-3 --- CARDINAL', 'eS : CS See eg Re = --- ORG', 'Som\n --- PERSON', '4 --- CARDINAL', 'Ci --- PERSON', 'Pes --- ORG', '2h --- CARDINAL', '8 --- CARDINAL', '9 4 --- CARDINAL', 'ae eld --- PERSON', 'Si --- PERSON', '2 --- CARDINAL', 'N St 5 --- ORG', '= --- ORG', 'SS --- ORG', '2 --- CARDINAL', 'Gao ee ee ae --- PERSON', 'Sree --- PERSON', 'SS --- ORG', '3 --- CARDINAL', 'Re= Si igo esse --- PRODUCT', '3 --- CARDINAL', 'te & ay --- ORG', '5 --- CARDINAL', '2 --- CARDINAL', '238 --- CARDINAL', 'panei Sa ato --- PERSON', 'Pree oe Sieg ese --- PERSON', '3 --- CARDINAL', '=3 Se ae --- PERSON', 'SCE --- ORG', ""eS\n' --- ORG"", 'ee 2 --- ORG', 'ile ORs goer oe eS --- PERSON', 'eee --- ORG', 'P\n --- PERSON', 'erat ge --- PERSON', 'cba --- ORG', '7 --- CARDINAL', '2 --- CARDINAL', 'aie --- WORK_OF_ART', '5 --- CARDINAL', '3 --- CARDINAL', '° --- CARDINAL', 'aaE Finy --- PERSON', '2 --- CARDINAL', '5 --- CARDINAL', '4 ® --- PERSON', 'mt ss --- ORG', 'aa = --- ORG', '= --- ORG', 'ans\n --- PERSON', 'F Pas --- PERSON', '2S --- CARDINAL', 'La --- PERSON', 'a3 --- ORG', '3 --- CARDINAL', 'tk --- ORG', '2 --- CARDINAL', '4 --- CARDINAL', 'Fj --- ORG', 'VF --- ORG', '4 --- CARDINAL', 'Ses Sere ae SES Rte ae --- ORG', 'SS --- ORG', '053 --- MONEY', 'PN --- ORG', 'ae - ct --- ORG', 'Sn --- NORP', '3 --- CARDINAL', 'Soe eet --- PERSON', 'gts sae ae SS --- ORG', '=3 --- PERSON', 'oie\n --- PERSON', '7 5 sie Ss 2 - ga --- DATE', 'Ress --- ORG', 'Se\n --- ORG', 'Se Bs --- PERSON', '525 --- CARDINAL', '4 --- CARDINAL', 'tess ~ Aes ~ : & 2h ton --- PERSON', 'iti\n3 --- ORG', '4 --- CARDINAL', '53 --- CARDINAL', 'Cg --- ORG', '= --- ORG', 'e. eee y --- PERSON', 'ae --- PERSON', 'ps ee --- ORG', 'SS --- ORG', 'Se --- ORG', 'all\nBee --- PRODUCT', 'SS --- ORG', '~. --- PRODUCT', 'att --- PRODUCT', 'Sega --- PERSON', 'Lea eee --- PERSON', 'Se oe eee --- ORG', 'oc Fp --- PRODUCT', '7S --- PRODUCT', 'ae --- PRODUCT', 'ey --- ORG', 'Sontag --- PERSON', 'eRe --- PERSON', '2 --- CARDINAL', 'te\n --- ORG', 'Pas --- ORG', '5 --- CARDINAL', 'rSiierseet --- ORG', '= --- ORG', '= --- ORG', 'ee wu --- PERSON', 'ae ean --- WORK_OF_ART', 'Fae hs Bae FE: --- WORK_OF_ART', '7 --- CARDINAL', '2 --- CARDINAL', '4 --- CARDINAL', '3 --- CARDINAL', 'a +4 Ss ale --- QUANTITY', '= --- ORG', '5 --- CARDINAL', 'ae Pr --- ORG', 'Te Pe ote te ae Ta --- PERSON', '2 --- CARDINAL', 'wis. --- GPE', 'ae --- ORG', 'Sa en 2 --- PRODUCT', '5 --- CARDINAL', '2 --- CARDINAL', 'wes os Pgh --- PERSON', 'm -  - 2 --- WORK_OF_ART', '4 --- CARDINAL', '4 --- CARDINAL', '2 --- CARDINAL', 'Se ek 2 --- PERSON', 'SS --- ORG', '4 --- CARDINAL', 'RS --- ORG', 'ae --- PRODUCT', 'cee ys --- PERSON', 'Bae ee a + ar pea --- PERSON', 'Eee\n --- ORG', 'ST ee <S --- ORG', '2 --- CARDINAL', 'SSS --- ORG', '5 --- CARDINAL', 'js es eee --- ORG', '2 --- CARDINAL', 'fe --- ORG', 'oeasas --- PERSON', 'ein oT ee ee --- PERSON', 'hon --- ORG', 'ea ey os 2 --- ORG', 'Te\nF --- ORG', 'aes ss & . --- ORG', '4 % --- PERCENT', 'Soe sgt --- PERSON', 'n% --- PERSON', '= --- ORG', 'ae\n --- ORG', '3s --- CARDINAL', 'Sart --- PERSON', 'ed Sere --- PERSON', 'SOE --- PRODUCT', 'Bat --- PERSON', '2 --- CARDINAL', '5 --- CARDINAL', 'ee Se --- PERSON', '75 --- CARDINAL', '3 --- CARDINAL', 'ee a. Sec ‘oy t a oe\n --- PERSON', '= --- ORG', '2 --- CARDINAL', '4 --- CARDINAL', '2 --- CARDINAL', 'Jae --- PERSON', '3 --- CARDINAL', 'Ff La Sts © - Soe --- WORK_OF_ART', 'Sa --- ORG', 'Eee oe --- PERSON', '9 --- CARDINAL', 'JF ee sa ek --- PERSON', 'te oe Ss ae --- PERSON', 'Paton 2e ta --- PERSON', 'Sue --- PERSON', '5 --- CARDINAL', 'Le --- LOC', 'Pease ee elatn --- PERSON', 'SRR ST ia --- ORG', '2 --- CARDINAL', 'eee Se\nete Ee --- PERSON', '2 --- CARDINAL', 'ae\n --- ORG', 'Sa --- WORK_OF_ART', '7s --- CARDINAL', '2 --- MONEY', 'SS --- ORG', '2 256 --- CARDINAL', 'Shi Tarr F --- PERSON', 'Peto --- PERSON', 'a4 --- ORG', 'GES --- ORG', '4 --- CARDINAL', '4 --- CARDINAL', '# --- CARDINAL', 'F 4 7 --- EVENT', '2 --- CARDINAL', 'B=\n --- ORG', 'ae F rey --- PRODUCT', 'Sh ie eS --- GPE', 'SHR --- ORG', 'Sie deni Aap --- ORG', 'reid See --- PERSON', '5 --- CARDINAL', 'gee eee\n --- PERSON', 'n --- ORG', '5 --- CARDINAL', 'Eee ee --- ORG', '5 --- CARDINAL', 'Pa x 2 7h --- PERSON', 'sea% --- PERSON', '2 --- CARDINAL', '4 --- CARDINAL', 'Z\n --- PERSON', '9s est --- TIME', '4 --- CARDINAL', 'Eee Fs te ae --- PERSON', 'Peet xz --- PERSON', 'a3\n --- ORG', 'hie --- CARDINAL', 'Ser a5 --- ORG', 'Peet eee\n --- PERSON', '2 --- CARDINAL', 'Seren --- PERSON', 'ey --- ORG', 'aan Ts Sy ta eee Fe ee --- PERSON', 'Ye\n --- PERSON', '4 --- CARDINAL', '# eee --- MONEY', '2% --- PERCENT', '4 --- CARDINAL', '2 --- CARDINAL', 'aan ee ea --- PERSON', '2 --- CARDINAL', 'Cwcp ge sa --- PERSON', 'GPRS --- ORG', '° --- CARDINAL', 'Stk Se --- PERSON']"
652,"['c\n --- ORG', 'KESINENI CARGO CARRIERS PVT --- PRODUCT', '329 --- CARDINAL', 'Bachupally Road --- FAC', 'Nizampet --- FAC', 'Hyderabad --- GPE', '500 090 --- CARDINAL', '040 --- CARDINAL', 'Jodm foo | --- PERSON', '2 --- CARDINAL', ""bo\n= ' --- ORG"", 'ma --- ORG', 'KESINE --- ORG', 'PVT --- ORG', 'LTD --- ORG']"
653,"['ay\n --- ORG', '5 --- CARDINAL', 'S\n --- ORG']"
654,"['2 3 --- CARDINAL', '2s --- CARDINAL', 'ae\n= eo --- ORG', '3 2 --- CARDINAL', 'Pies Mens --- ORG', 'ned --- PERSON', 'ey --- ORG', 'SS eae Ro Nace --- ORG', 'Rete --- PRODUCT', '9 --- CARDINAL', 'SBADPRE --- ORG', 'oe\nS --- ORG', 'Sihace Sy\n --- PERSON', '3 --- CARDINAL', '2 --- CARDINAL', 'neg ee &\n --- ORG', 'Soe ae --- PERSON', 'Bae --- PERSON', 'Wks --- PERSON', '4 --- CARDINAL', '3 --- CARDINAL', 'ese 4\n --- ORG', 'Bante --- PERSON', 'ee\n --- ORG', 'ao Zeek Seek --- ORG', '7 --- CARDINAL', 'Rene --- PERSON', 'Poss sy --- PERSON', '&\n --- ORG', 'Eisen --- PERSON', '3 3 --- DATE', 'Serangat --- PERSON', 'ia\n --- ORG', '¥ % --- PERCENT', '2 --- CARDINAL', 'pe\n5 --- ORG', '3S --- CARDINAL', 'Sse\n --- ORG', 'E SC --- ORG', '3 --- DATE', 'ae *\n --- ORG', 'FE BES Eig 2 ae --- PERSON', 'Rice --- PERSON', 'cai fs --- PERSON', 'RRR --- ORG', '33 --- CARDINAL', '5 --- CARDINAL', '3 --- CARDINAL', 'Rae a3 --- PERSON', '2 ¥ --- CARDINAL', 'Bee bt --- PERSON', 'Soe --- PRODUCT', 'Pibies --- PERSON', '7 --- CARDINAL', '4 --- CARDINAL', 'Ys 4\n --- ORG', '3 --- CARDINAL', '3 2 J --- QUANTITY', '3 --- CARDINAL', 'ibe cae = --- ORG', '5 --- CARDINAL', 'ze\n --- PERSON', 'eso OS Ne --- PERSON', '=\n --- ORG', 'eee Ss ee --- PERSON', '2a ae & 5 --- ORG', 'SESS Shab 3 --- PERSON', '3 --- CARDINAL', 'KARE\n --- ORG', 'Sonia --- PERSON', 'sae é ae --- PERSON', 'ios --- ORG', 'rege eS --- PERSON', 'Ber e --- ORG', 'ek . --- GPE', 'eS\n --- ORG', 'eee 3 --- ORG', 'Ss\n --- ORG', 'te --- ORG', 'Se See Le € --- ORG', '4 --- MONEY', 'gt --- ORG', 'Sik ae --- PERSON', '3 --- CARDINAL', '3 --- CARDINAL', 'ag --- ORG', 'Bec beste --- GPE', '5 --- CARDINAL', '3 --- CARDINAL', '£ --- CARDINAL', '2 --- CARDINAL', 'Ripeiy alt --- PERSON', 'ct ager sa --- PERSON', 'LEN --- ORG', 'eRe --- PERSON', '2 --- CARDINAL', 'Pe\n --- PERSON', '3 --- CARDINAL', '¥ --- CARDINAL', 'rey --- PERSON', '2 --- CARDINAL', '¥ --- CARDINAL', 'gh a & pees --- ORG', 'Moat --- FAC', 'SE Ba --- PERSON', 'hae --- PERSON', 'Ss é ey Geant ile --- PRODUCT', '1 --- CARDINAL', 'FS --- ORG', 'SPER --- ORG', 'Greer eS yo ye tere eo --- PERSON', 'st\n --- ORG', '3 --- CARDINAL', 'Sa s --- PRODUCT', '5 --- CARDINAL', '3 --- CARDINAL', '2° --- CARDINAL', 'SS --- ORG', 'Lee\n --- PERSON', 'aay --- PERSON', 'ares tissammer --- PERSON', 'Sena pecan ges --- PRODUCT', '5 --- CARDINAL', 'es Pee hie --- PERSON', 'oe\n --- ORG', '5 --- CARDINAL', '= --- ORG', 'wr\n --- ORG', 'Se Rhee\nP --- ORG', 'S 3 Ry --- WORK_OF_ART', '4 --- CARDINAL', '3 --- DATE', '8 --- CARDINAL', '3S --- CARDINAL', '4 4 --- CARDINAL', 'Ss FS --- PRODUCT', 'P ee --- ORG', '3 --- CARDINAL', 'eres --- ORG', 'Seis a3 --- PERSON', 'nana en\n --- PERSON', 'Eee cet ener --- ORG', 'alcatel --- ORG', 'ul --- PRODUCT', '9S --- CARDINAL', 'aaa\nb S --- ORG']"
655,"['tia --- PERSON', '¥ --- CARDINAL', 'One --- CARDINAL', '4 --- CARDINAL', 'J\n --- ORG']"
656,"['eee ds ete --- PERSON', 'RS --- ORG', 'ME RL --- PRODUCT', 'RAE ona veel Mae --- ORG', 'Ms --- PERSON', 'KESINENI --- ORG', 'Wi sgripevey No. 329 --- FAC', 'Bachupally Rodd --- ORG', 'Nizampet --- ORG', '090 --- CARDINAL', '040 --- CARDINAL', 'Peele o. Bae Oe --- PERSON', '€\ns --- MONEY', 'rg --- ORG', 'info@kesinenicargo.com --- EMAIL', '\\\n --- ORG', 'ATOWNER --- ORG', 'S80 --- PRODUCT', 'ei --- ORG', 'QUALITEON COMMECTRONICS --- ORG', 'AMARA RAIA ELECTHONECS --- PERSON', 'LTD --- ORG', 'State --- ORG', 'Fay 7 Reccenaa --- PERSON', 'rere ay skereten\n2 } --- ORG', 'H 4 4 --- LAW', '2 --- CARDINAL', 'Bee --- PERSON', 'isis --- ORG', 'LY Soh --- PERSON', 'gus m4 --- PERSON', 'cee Le --- WORK_OF_ART', 'N FE\n --- ORG', '93 --- CARDINAL', '3% --- PERCENT', '# 2.50% --- MONEY', 'NO.OF ARTICLES --- ORG', '68 --- MONEY', '2.S@X --- CARDINAL', 'the Terms & Conditions aed overleaf --- ORG', 'CY --- ORG', '8 --- CARDINAL', 'GST --- ORG', 'Transporter --- ORG', '|\n --- PERSON', ""alee” Consignor's Signature --- ORG"", '9 --- DATE', 'Leela --- PERSON', 'PO --- PRODUCT', 'tconmies --- PERSON', 'Nam Saal --- PERSON', '4S --- CARDINAL', 'rae Se ea aie --- PERSON', '7 --- CARDINAL', 'Shs --- NORP', 'alanis --- PERSON']"
657,"['Ss s --- PRODUCT', '2 --- CARDINAL']"
658,"['SHITTOOR TRANSPORT\n --- ORG', '9 --- CARDINAL', 'Vanniar Block Street --- PERSON', 'CHITTOOR --- ORG', 'A.P. Ph --- PERSON', '08572 - 226962 --- CARDINAL', '37/2 --- MONEY', '1st Cross --- ORG', '3rd & 4th Main --- ORG', 'New Tharugupet --- GPE', 'Bangalore --- GPE', '080 - --- CARDINAL', '9449822448 --- CARDINAL', '181 --- CARDINAL', 'Balaji Complex --- PERSON', 'Sulthanpet Main Road --- FAC', '080 --- CARDINAL', '8884684532 --- CARDINAL', 'chittoortransport@gmail.com --- EMAIL', '29AFKPJ8478G1ZS --- CARDINAL', 'Invoice No.© 71 --- INVOICE', '2/1217 --- CARDINAL', 'Ax --- ORG', 'qEC TKO 6 --- PERSON', 'PV-BLR\n --- ORG', '672 --- CARDINAL', 'GSTIN: 3744 --- GST', 'Bc --- GPE', 'ra\nL. R. --- ORG', '2 --- CARDINAL', 'TT --- ORG', '2.5% --- PERCENT', 'eth\n --- ORG']"
659,"['sae Es ae --- PERSON', 'ees - 3 --- ORG', 'ese fe ewe wwe = --- ORG', '¥ --- CARDINAL', 'Ga AOOT --- PERSON', '5 --- CARDINAL', '5Q80de --- CARDINAL', 'S862\n --- ORG', 'WBS Shesores --- ORG', '9680 --- CARDINAL', 'Se\n --- ORG', '606066 --- DATE', 'jbeot nich te lie xoigdio --- PERSON', 'jicint --- PERSON', 'fst % --- PERCENT', 'a2 --- PERSON', 'nedersihealifo -Hhiena --- PERSON', 'CAS --- ORG', '3 --- CARDINAL', 'Ssotove --- GPE', 'RA RSA &% --- ORG', '= RES SIRES --- ORG', 'aos BRE Mico\n --- PERSON', 'OWA --- ORG', 'asa --- NORP', '4 --- CARDINAL', '7 --- CARDINAL', 'te eee oe\n --- PRODUCT', 'ese\n --- ORG', 'Ss\n --- ORG', 'BS --- ORG', '3 --- CARDINAL', 'Fe --- GPE', '2 --- CARDINAL', '3 --- CARDINAL', '4 --- CARDINAL', '7 --- CARDINAL', 'rp % --- PERCENT', 'Pe --- ORG', 'Ee *\n --- ORG', 'mee ge --- PERSON', '7 --- CARDINAL', '| 3 +\nSz --- LAW', '= --- ORG', 'ae : --- WORK_OF_ART', 'Po --- WORK_OF_ART', 'Zoe --- PERSON', 'FROSSRART TSOTMHS --- ORG', '107 --- CARDINAL', '7 --- CARDINAL']"
660,"['CHITTOOR TRANSPORT\n --- ORG', 'OMSICE --- PERSON', '9 --- CARDINAL', 'Vanniar Block Street --- PERSON', 'CHITTOOR --- ORG', 'A.P. Ph --- PERSON', '08572 - 226962 --- CARDINAL', '37/2 --- MONEY', '1st Cross --- ORG', '3rd & 4th Main --- ORG', 'New Tharugupet --- GPE', 'Bangalore --- GPE', '080 - --- CARDINAL', '9449822448 --- CARDINAL', '181 --- CARDINAL', 'Balaji Complex --- PERSON', 'Sulthanpet Main Road --- FAC', '080 --- CARDINAL', '8884684532 --- CARDINAL', 'chittoortransport@gmail.com --- EMAIL', '29AFKPJ8478G1ZS --- CARDINAL', '737 --- MONEY', '747 7 --- PRODUCT', 'LE typ --- FAC', 'TNA --- ORG', 'A-BLR\n --- ORG', 'R039 Stsc --- PERSON', 'GSTIN: 3906 --- GST', 'C427 --- ORG', '745 --- CARDINAL', 'AF\n --- ORG', 'ra\nL. R. --- ORG', 'Hecke Particulars\n --- ORG', 'CHITTOOR TRANSPORT\n --- ORG']"
661,"['¥ --- CARDINAL', '=\n --- ORG']"
662,"['~SHITTOOR TRANSPORT\nHEAD OFFICE --- ORG', '-133 --- MONEY', 'Vanniar Block Street --- FAC', 'CHITTOOR --- ORG', 'A.P. Ph --- PERSON', '08572 - 226962 --- CARDINAL', '37/2 --- MONEY', '1st Cross --- ORG', '3rd & 4th Main --- ORG', 'New Tharugupet --- GPE', 'Bangalore --- GPE', '080 - --- CARDINAL', '9449822448 --- CARDINAL', '181 --- CARDINAL', 'Balaji Complex --- PERSON', 'Sulthanpet Main Road --- FAC', '080 --- CARDINAL', '8884684532 --- CARDINAL', 'chittoortransport@gmail.com --- EMAIL', '29AFKPJ8478G1ZS --- CARDINAL', '74 --- MONEY', '215 --- CARDINAL', 'Glo B@L --- ORG', 'GSTIN: 39 --- GST', '24 --- CARDINAL', '0443 --- CARDINAL', 'Bhat --- PERSON', '2.5% --- PERCENT', 'Fez\nSGST --- EVENT', '2.5% --- PERCENT']"
663,"['Va --- GPE', 'Ihe Tul --- PERSON']"
664,"['CHITTOOR TRANSPORT --- ORG', '9 --- CARDINAL', 'Vanniar Block Street --- PERSON', 'CHITTOOR --- ORG', 'A.P. Ph --- PERSON', '08572 - 226962 --- CARDINAL', '37/2 --- MONEY', '1st Cross --- ORG', '3rd & 4th Main --- ORG', 'New Tharugupet --- GPE', 'Bangalore --- GPE', '080 - --- CARDINAL', '9449822448 --- CARDINAL', '181 --- CARDINAL', 'Balaji Complex --- PERSON', 'Sulthanpet Main Road --- FAC', '080 --- CARDINAL', '8884684532 --- CARDINAL', 'chittoortransport@gmail.com --- EMAIL', '29AFKPJ8478G1ZS --- CARDINAL', 'Invoice No.: £ --- INVOICE', '7 Date --- DATE', '2/22 --- CARDINAL', 'Glopeéc --- PERSON', 'BZ\n --- ORG', '0424 --- CARDINAL', 'RO50- €1e¢7 --- ORG', 'GSTIN: 2742 --- GST', '2th --- CARDINAL', 'ASB --- ORG', '17 --- CARDINAL', 'mane\n --- ORG', 'CHITTOOR TRANSPORT\n --- ORG']"
665,[]
666,"['ABI --- ORG', 'INVOICE Onginal For --- INVOICE', 'Rule 46 --- LAW', '39/1 --- MONEY', '9 --- CARDINAL', '026 --- CARDINAL', '01424008 --- CARDINAL', '267401 --- CARDINAL', '080 --- CARDINAL', ""Fax'26740102 --- CARDINAL"", 'Stabe --- NORP', 'Karnataka --- GPE', '29 --- CARDINAL', 'GSTIN: 29AAACH7166D12ZK --- GST', 'INVOICE NUMBER: --- INVOICE', 'INVOICE DATE: 07/07/2018 --- INVOICEDATE', 'Bill --- PERSON', 'Consignee --- PERSON', 'DIGUVAMAGAM --- PERSON', 'VILLAGE & POST --- ORG', 'DIGUVAMAGAM --- PERSON', 'VILLAGE & POST --- ORG', 'MANDAL --- ORG', 'THAVANAMPALLI --- ORG', 'MANDAL --- ORG', '129 --- CARDINAL', 'AP --- ORG', 'CHITTOOR --- ORG', '129 --- CARDINAL', 'AP --- ORG', 'Andhra --- GPE', 'Code 37 State Code 37\nGSTIN/Unique ID --- LAW', '37AAECA2774J1ZH --- CARDINAL', 'O7/07/2018 --- INVOICEDATE', '11.59 --- CARDINAL', '07/05/2018 --- INVOICEDATE', '07/07/2018 --- INVOICEDATE', 'el ed Se\n0 --- PERSON', '5 --- CARDINAL', '120.750 --- CARDINAL', '30429.00 --- CARDINAL', 'ge \\V\n --- ORG', '3 --- CARDINAL', 'tn QO --- ORG', '2% --- PERCENT', 'G-Lo --- ORG', 'Ve pA\n --- ORG', 'aoezan\n --- PERSON', '0.00 --- CARDINAL', '0.00 --- CARDINAL', '0.00 --- CARDINAL', 'ONE --- CARDINAL', 'NINE --- CARDINAL', '30429.00 --- CARDINAL', 'this Tax Invoice --- LAW', 'thes Tax Invoice --- ORG', 'us & --- ORG', 'supphes\n --- ORG', 'supphes --- ORG', 'certfed --- ORG', '199479.00 --- CARDINAL', 'Ful\n1 --- ORG', '344 --- CARDINAL', 'PVT --- ORG', 'LTD\n --- ORG', 'godown\n2 --- ORG', '24% --- PERCENT', '30 days --- DATE', 'Ne\n4 --- ORG', 'Bengaluru --- GPE', 'Karnataka --- GPE']"
667,"['AMARA RAJA ELECTRONICS LTD --- ORG', 'May 2018 --- DATE', '09/07/2018 --- INVOICEDATE', 'Hicotronics Devices --- ORG', 'Pvt --- NORP', 'Invoice No’Date “ --- INVOICE', 'EDIGRMW --- ORG', 'RL --- ORG', '1 S00 --- PRODUCT', '30.479 --- CARDINAL', '1.99 476.11 --- CARDINAL', 'HOI\n --- ORG', '30.429 --- CARDINAL', '199,479 --- CARDINAL', 'SPC --- ORG', 'ESTRINCOL --- ORG', 'ESTRINCO --- ORG', '09 Jul 2018 --- DATE', '09/07/2018 --- INVOICEDATE', '09/07/2018 --- INVOICEDATE', '09/07/2018 --- INVOICEDATE', '09/07/2018 --- INVOICEDATE', 'Spe/Sqc --- PERSON', 'Date 10/07/2018 --- INVOICEDATE']"
